Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
3444,3,8,12,0,3,1,3,0.76,0.55,161
3445,3,9,21,0,3,1,3,0.64,0.89,38
3446,2,5,11,1,1,0,1,0.72,0.66,476
3447,2,4,12,0,3,1,1,0.66,0.78,173
3448,4,12,18,0,4,1,1,0.36,0.43,405
3449,4,11,13,0,2,1,3,0.28,0.87,77
3450,1,1,7,0,6,0,1,0.14,0.63,10
3451,2,6,14,0,0,0,1,0.82,0.56,315
3452,3,7,13,0,3,1,1,0.94,0.33,203
3453,4,9,5,0,4,1,1,0.58,0.83,66
3454,1,2,14,0,5,1,1,0.3,0.26,84
3455,2,3,22,0,6,0,3,0.44,1,83
3456,1,3,15,0,6,0,1,0.5,0.29,313
3457,3,9,23,0,2,1,1,0.72,0.74,95
3458,1,12,14,0,5,1,2,0.4,0.47,245
3459,2,4,10,0,2,1,1,0.44,0.33,219
3460,2,6,22,0,4,1,2,0.74,0.58,153
3461,1,2,21,0,0,0,1,0.4,0.35,51
3462,3,8,17,0,5,1,1,0.76,0.58,527
3463,4,10,1,0,4,1,1,0.44,0.47,11
3464,4,10,0,0,1,1,1,0.42,0.77,32
3465,4,11,12,0,4,1,3,0.38,0.62,221
3466,3,9,9,0,0,0,1,0.66,0.78,189
3467,1,12,1,0,6,0,2,0.24,0.75,37
3468,4,11,13,0,6,0,1,0.52,0.39,651
3469,4,10,12,0,4,1,1,0.56,0.49,226
3470,2,5,2,0,4,1,1,0.44,0.94,15
3471,4,11,11,0,1,1,1,0.34,0.46,150
3472,3,7,3,0,6,0,1,0.72,0.7,43
3473,4,12,5,0,2,1,2,0.36,0.57,15
3474,4,10,8,0,3,1,2,0.62,0.88,809
3475,3,7,5,0,6,0,1,0.58,0.78,10
3476,2,5,7,0,1,1,2,0.56,0.94,236
3477,3,8,3,0,2,1,2,0.68,0.83,3
3478,3,9,20,0,4,1,2,0.62,0.94,285
3479,2,5,1,0,3,1,1,0.56,0.83,15
3480,3,9,14,0,3,1,1,0.78,0.52,124
3481,2,5,21,0,0,0,1,0.62,0.73,136
3482,3,8,12,0,2,1,1,0.8,0.49,297
3483,4,10,18,1,1,0,2,0.42,0.66,456
3484,3,9,11,0,2,1,2,0.74,0.7,198
3485,3,9,2,0,0,0,1,0.44,0.82,89
3486,2,4,17,1,1,0,1,0.8,0.33,712
3487,4,9,1,0,4,1,1,0.6,0.78,21
3488,3,6,12,0,1,1,2,0.76,0.45,270
3489,2,5,8,0,4,1,3,0.46,0.88,627
3490,4,12,18,0,2,1,1,0.34,0.42,382
3491,2,5,8,0,2,1,2,0.58,0.88,409
3492,2,4,12,0,4,1,2,0.52,0.83,204
3493,2,6,5,0,5,1,2,0.62,0.78,45
3494,2,6,2,0,0,0,2,0.64,0.61,64
3495,4,11,7,0,3,1,1,0.26,0.87,273
3496,1,3,1,0,2,1,2,0.52,0.59,16
3497,1,3,19,0,2,1,1,0.3,0.49,119
3498,3,8,8,0,1,1,1,0.8,0.43,382
3499,4,11,22,0,3,1,1,0.28,0.45,154
3500,3,9,2,1,1,0,2,0.68,0.79,39
3501,3,7,2,0,1,1,1,0.7,0.61,12
3502,3,8,17,0,1,1,2,0.7,0.47,591
3503,2,5,14,0,6,0,2,0.54,0.94,216
3504,1,1,21,0,6,0,1,0.12,0.39,37
3505,4,11,0,0,0,0,2,0.3,0.7,129
3506,2,5,8,0,3,1,3,0.34,0.93,79
3507,1,2,21,0,0,0,1,0.3,0.45,83
3508,1,2,2,0,2,1,2,0.26,0.93,2
3509,4,10,3,0,4,1,1,0.44,0.88,5
3510,3,7,14,0,4,1,2,0.84,0.49,138
3511,3,8,17,0,0,0,1,0.82,0.46,382
3512,4,10,2,0,6,0,2,0.5,0.88,90
3513,1,3,17,0,0,0,1,0.4,0.35,226
3514,4,12,9,0,4,1,1,0.24,0.48,276
3515,2,3,16,0,5,1,2,0.72,0.42,589
3516,3,8,8,0,0,0,1,0.7,0.79,92
3517,4,11,3,0,3,1,1,0.24,0.65,5
3518,4,10,23,0,3,1,1,0.44,0.58,136
3519,2,3,20,0,0,0,1,0.28,0.36,57
3520,4,10,13,0,3,1,1,0.56,0.49,297
3521,4,9,8,0,3,1,1,0.56,0.73,838
3522,3,7,15,0,2,1,1,0.88,0.44,158
3523,3,7,17,0,0,0,1,0.92,0.16,320
3524,2,6,0,0,1,1,1,0.56,0.73,40
3525,3,7,16,0,0,0,1,0.8,0.46,317
3526,1,2,2,1,1,0,2,0.34,0.42,4
3527,1,2,19,0,3,1,1,0.54,0.52,335
3528,3,8,9,0,6,0,2,0.68,0.69,288
3529,1,2,12,0,1,1,2,0.56,0.64,36
3530,1,3,18,0,5,1,1,0.44,0.26,470
3531,3,9,7,0,2,1,2,0.68,0.89,493
3532,3,7,18,0,6,0,1,0.92,0.4,196
3533,4,10,18,0,6,0,1,0.54,0.39,372
3534,3,9,11,0,0,0,1,0.74,0.7,337
3535,4,10,19,0,3,1,2,0.6,0.88,197
3536,1,3,22,0,6,0,2,0.42,0.77,63
3537,3,8,8,0,4,1,1,0.66,0.74,420
3538,4,12,21,0,0,0,1,0.22,0.64,89
3539,3,7,12,0,2,1,1,0.8,0.46,248
3540,3,7,7,0,6,0,1,0.78,0.66,71
3541,2,5,14,0,0,0,2,0.5,0.68,238
3542,1,2,19,0,0,0,2,0.3,0.52,119
3543,1,3,15,0,0,0,1,0.5,0.29,487
3544,2,6,13,0,2,1,1,0.74,0.58,272
3545,4,11,23,0,5,1,1,0.26,0.6,59
3546,2,6,6,0,6,0,1,0.54,0.68,47
3547,2,5,17,0,6,0,1,0.74,0.55,341
3548,3,8,7,0,4,1,1,0.7,0.79,473
3549,4,11,6,0,0,0,1,0.38,0.82,9
3550,3,7,8,0,3,1,2,0.72,0.74,428
3551,1,1,14,0,4,1,1,0.42,0.77,156
3552,2,6,2,0,2,1,2,0.68,0.65,6
3553,4,10,23,0,2,1,2,0.48,0.77,84
3554,4,10,10,0,3,1,2,0.54,0.88,113
3555,1,3,2,0,6,0,3,0.36,0.93,38
3556,2,5,14,0,6,0,1,0.72,0.3,730
3557,2,6,14,0,4,1,1,0.92,0.4,118
3558,2,4,2,0,6,0,2,0.32,0.87,17
3559,4,11,4,1,5,0,1,0.3,0.61,8
3560,2,6,19,0,1,1,1,0.66,0.65,431
3561,1,1,12,0,6,0,1,0.3,0.61,314
3562,4,11,10,0,0,0,1,0.24,0.48,139
3563,3,7,21,0,6,0,1,0.66,0.78,300
3564,2,4,11,1,1,0,1,0.64,0.65,251
3565,2,4,16,0,4,1,1,0.6,0.26,202
3566,1,2,10,0,2,1,1,0.16,0.69,44
3567,2,3,12,0,2,1,1,0.34,0.25,106
3568,1,1,8,0,0,0,1,0.1,0.49,10
3569,3,8,8,0,5,1,1,0.72,0.7,668
3570,4,11,14,1,4,0,1,0.48,0.29,220
3571,1,1,6,0,5,1,2,0.22,0.73,70
3572,3,8,3,0,2,1,1,0.56,0.52,6
3573,1,2,14,0,5,1,2,0.28,0.45,91
3574,2,3,6,0,4,1,2,0.48,1,136
3575,1,3,22,0,0,0,2,0.22,1,10
3576,2,3,16,0,2,1,1,0.5,0.42,165
3577,2,6,16,0,3,1,1,0.64,0.41,452
3578,2,6,15,0,5,1,1,0.76,0.29,397
3579,2,6,18,0,4,1,1,0.88,0.39,466
3580,3,6,5,0,5,1,2,0.74,0.66,38
3581,3,9,4,0,5,1,1,0.54,0.77,12
3582,4,12,10,0,0,0,1,0.32,0.81,216
3583,1,1,21,0,2,1,2,0.22,0.93,41
3584,4,10,18,0,4,1,3,0.62,0.83,268
3585,3,7,8,0,4,1,1,0.8,0.49,550
3586,1,3,19,0,4,1,2,0.6,0.4,416
3587,1,12,22,0,5,1,1,0.26,0.44,63
3588,1,3,10,0,4,1,1,0.52,0.55,133
3589,4,10,21,0,6,0,2,0.52,0.72,209
3590,4,9,19,0,0,0,1,0.64,0.83,329
3591,2,5,0,0,1,1,2,0.6,0.56,35
3592,4,10,19,0,4,1,1,0.52,0.59,343
3593,2,3,14,0,3,1,2,0.56,0.78,225
3594,1,3,14,0,6,0,2,0.48,0.59,198
3595,1,1,18,0,6,0,2,0.3,0.45,84
3596,4,11,19,0,6,0,1,0.42,0.5,171
3597,3,7,4,0,6,0,3,0.66,0.61,9
3598,2,4,5,0,0,0,2,0.44,0.77,6
3599,2,3,18,0,2,1,1,0.42,0.17,644
3600,1,2,16,0,3,1,1,0.36,0.71,103
3601,3,7,15,0,4,1,1,0.76,0.33,180
3602,1,1,22,0,0,0,2,0.16,0.93,58
3603,1,1,8,0,4,1,2,0.28,0.81,530
3604,4,11,17,0,2,1,2,0.3,0.75,527
3605,2,5,10,0,2,1,1,0.82,0.56,109
3606,4,11,15,0,2,1,1,0.58,0.46,188
3607,3,9,6,0,4,1,1,0.44,0.77,170
3608,4,10,19,0,0,0,1,0.56,0.49,153
3609,4,11,19,0,1,1,1,0.54,0.73,264
3610,1,3,4,0,1,1,1,0.2,0.55,1
3611,2,5,17,0,5,1,1,0.76,0.62,653
3612,1,2,9,0,0,0,2,0.24,0.7,92
3613,3,7,12,0,4,1,1,0.84,0.56,279
3614,1,3,11,0,2,1,1,0.28,0.45,56
3615,1,1,20,0,0,0,2,0.26,0.65,33
3616,1,3,13,0,1,1,1,0.32,0.36,70
3617,4,9,14,0,6,0,1,0.6,0.4,750
3618,4,10,5,0,3,1,2,0.46,0.88,40
3619,4,10,7,0,3,1,2,0.3,0.87,337
3620,3,8,16,0,0,0,3,0.72,0.74,193
3621,1,3,22,0,0,0,1,0.5,0.77,100
3622,1,2,22,0,2,1,2,0.34,0.71,100
3623,4,12,8,0,1,1,2,0.38,0.87,592
3624,1,1,11,0,5,1,2,0.48,0.94,105
3625,2,4,2,0,3,1,1,0.42,0.94,2
3626,1,12,9,0,1,1,2,0.24,0.65,85
3627,1,12,21,0,3,1,2,0.3,0.87,20
3628,3,8,20,0,2,1,1,0.74,0.51,280
3629,2,5,4,0,3,1,3,0.52,0.94,3
3630,3,8,4,0,4,1,2,0.68,0.89,10
3631,4,10,8,0,1,1,2,0.46,0.77,784
3632,3,8,16,0,3,1,1,0.74,0.42,309
3633,3,8,18,0,3,1,1,0.74,0.51,848
3634,4,11,9,0,5,1,1,0.24,0.75,330
3635,4,10,4,0,2,1,2,0.56,0.83,10
3636,4,12,19,0,4,1,2,0.52,0.59,287
3637,3,9,1,0,2,1,3,0.6,0.94,5
3638,1,1,17,0,0,0,1,0.34,0.57,65
3639,1,3,0,0,6,0,2,0.44,0.94,100
3640,4,10,0,0,1,1,2,0.56,0.73,48
3641,3,8,14,0,6,0,3,0.66,0.65,482
3642,4,11,18,0,2,1,2,0.4,0.66,550
3643,3,7,9,0,4,1,1,0.84,0.49,293
3644,3,7,7,0,0,0,2,0.62,0.83,38
3645,4,10,9,0,4,1,1,0.4,0.43,355
3646,2,5,4,0,6,0,1,0.56,0.88,9
3647,4,10,14,0,0,0,1,0.6,0.4,462
3648,2,3,2,0,3,1,1,0.5,0.88,10
3649,3,8,0,0,2,1,2,0.6,0.83,59
3650,4,9,7,0,4,1,1,0.6,0.78,558
3651,2,3,3,0,2,1,1,0.26,0.3,4
3652,2,4,9,0,4,1,3,0.62,0.88,183
3653,1,3,3,0,0,0,2,0.42,0.82,11
3654,4,11,5,0,0,0,1,0.28,0.81,12
3655,1,1,21,0,0,0,1,0.3,0.33,69
3656,3,7,3,0,1,1,1,0.68,0.65,10
3657,4,10,18,0,0,0,1,0.36,0.4,213
3658,3,8,16,0,1,1,1,0.72,0.54,460
3659,3,7,23,0,2,1,1,0.66,0.83,171
3660,4,12,6,0,3,1,3,0.48,0.55,124
3661,3,6,13,0,3,1,1,0.8,0.27,321
3662,3,7,11,0,0,0,1,0.76,0.55,509
3663,3,8,8,0,4,1,1,0.72,0.74,698
3664,4,12,22,0,5,1,1,0.28,0.75,138
3665,4,11,21,0,3,1,1,0.38,0.71,168
3666,2,5,10,0,6,0,1,0.56,0.43,452
3667,1,3,23,0,3,1,1,0.56,0.43,91
3668,3,8,9,0,4,1,1,0.72,0.74,187
3669,1,3,14,0,1,1,2,0.64,0.57,260
3670,4,11,0,0,3,1,1,0.36,0.62,24
3671,3,8,16,0,3,1,1,0.82,0.43,300
3672,1,2,16,0,6,0,3,0.22,0.75,146
3673,4,10,0,0,0,0,3,0.52,0.68,117
3674,4,11,4,0,6,0,1,0.3,0.81,4
3675,3,6,0,0,2,1,2,0.66,0.78,30
3676,3,6,6,0,5,1,1,0.66,0.83,91
3677,2,3,19,0,0,0,1,0.3,0.31,103
3678,4,11,18,0,0,0,1,0.26,0.44,141
3679,4,11,11,0,0,0,1,0.38,0.62,359
3680,3,6,23,0,4,1,1,0.66,0.5,126
3681,2,6,10,0,2,1,3,0.64,0.89,125
3682,4,10,6,0,1,1,1,0.4,0.87,86
3683,1,1,16,0,3,1,1,0.38,0.58,104
3684,4,12,20,0,4,1,2,0.24,0.6,227
3685,1,3,18,0,4,1,1,0.54,0.34,525
3686,4,12,17,0,5,1,1,0.34,0.57,622
3687,4,11,1,0,5,1,1,0.32,0.53,20
3688,2,5,18,0,4,1,1,0.72,0.54,752
3689,3,9,12,0,0,0,1,0.54,0.64,364
3690,3,8,8,0,1,1,1,0.62,0.57,404
3691,3,8,7,0,5,1,3,0.64,0.89,133
3692,2,5,7,0,6,0,1,0.42,0.71,67
3693,1,1,5,0,2,1,3,0.32,0.66,13
3694,3,7,10,0,5,1,2,0.66,0.61,166
3695,2,4,17,0,1,1,1,0.7,0.54,521
3696,1,1,4,0,5,1,2,0.2,0.69,1
3697,2,4,3,0,6,0,3,0.32,1,4
3698,4,10,19,0,2,1,2,0.58,0.83,318
3699,1,3,16,0,3,1,1,0.54,0.19,139
3700,2,6,0,0,2,1,1,0.64,0.65,20
3701,1,2,9,0,0,0,1,0.1,0.49,63
3702,1,12,8,0,5,1,2,0.24,0.6,239
3703,4,9,16,0,2,1,2,0.66,0.83,258
3704,4,11,17,0,4,1,3,0.36,0.81,177
3705,3,7,11,0,4,1,2,0.86,0.63,106
3706,2,5,5,0,0,0,1,0.5,0.72,8
3707,1,2,4,0,0,0,1,0.22,0.44,1
3708,1,3,12,0,5,1,2,0.44,0.82,294
3709,4,11,21,0,2,1,1,0.4,0.76,182
3710,3,7,9,0,5,1,1,0.82,0.36,304
3711,1,3,4,0,0,0,1,0.26,0.56,3
3712,2,5,15,0,5,1,1,0.76,0.62,466
3713,3,9,4,0,1,1,1,0.5,0.77,11
3714,3,7,12,0,0,0,1,0.76,0.55,420
3715,4,11,23,0,3,1,3,0.42,0.88,31
3716,1,1,4,0,5,1,2,0.22,0.87,1
3717,3,9,9,0,6,0,2,0.48,0.67,177
3718,4,12,11,0,1,1,2,0.26,0.6,115
3719,2,5,2,0,3,1,1,0.56,0.83,16
3720,1,2,3,0,6,0,1,0.12,0.8,10
3721,2,5,17,0,2,1,1,0.68,0.65,678
3722,1,2,23,0,1,1,1,0.3,0.65,46
3723,4,9,0,0,3,1,1,0.6,0.88,36
3724,3,7,18,0,6,0,1,0.76,0.45,428
3725,4,11,5,0,2,1,1,0.3,0.87,18
3726,3,9,10,0,5,1,2,0.62,1,29
3727,3,8,19,0,4,1,1,0.76,0.4,677
3728,3,9,6,0,3,1,1,0.58,0.88,145
3729,1,1,10,0,4,1,1,0.26,0.48,57
3730,4,10,1,1,1,0,1,0.48,0.88,34
3731,1,2,1,0,6,0,1,0.32,0.49,45
3732,1,3,17,0,4,1,1,0.7,0.39,713
3733,1,1,19,0,0,0,1,0.32,0.49,112
3734,1,1,20,0,2,1,1,0.46,0.63,180
3735,2,6,12,0,1,1,1,0.66,0.41,196
3736,3,8,21,0,3,1,2,0.68,0.89,88
3737,3,9,14,0,0,0,2,0.58,0.56,311
3738,3,9,14,0,4,1,1,0.64,0.47,298
3739,4,11,12,0,3,1,1,0.34,0.42,208
3740,4,9,22,0,1,1,1,0.62,0.94,136
3741,4,10,2,1,1,0,1,0.34,0.81,15
3742,2,3,10,0,0,0,2,0.22,0.55,86
3743,1,1,20,0,4,1,2,0.4,0.82,224
3744,1,1,18,0,5,1,1,0.2,0.4,123
3745,1,3,2,0,0,0,2,0.46,0.82,56
3746,3,9,5,0,3,1,1,0.5,0.72,48
3747,3,7,16,0,4,1,1,0.76,0.33,274
3748,1,2,3,0,5,1,1,0.46,0.67,8
3749,3,9,15,0,3,1,1,0.78,0.49,176
3750,2,4,1,0,6,0,1,0.4,0.58,70
3751,1,1,8,0,4,1,1,0.32,0.81,508
3752,2,6,5,0,3,1,1,0.6,0.83,40
3753,1,1,0,0,6,0,3,0.16,0.64,24
3754,4,12,22,0,5,1,1,0.32,0.53,102
3755,2,4,18,0,4,1,1,0.5,0.27,610
3756,1,3,9,0,2,1,2,0.3,0.7,157
3757,4,10,9,0,5,1,2,0.56,0.94,180
3758,4,10,10,0,0,0,1,0.54,0.56,428
3759,4,9,22,0,4,1,1,0.56,0.68,175
3760,1,1,13,0,4,1,1,0.22,0.47,124
3761,2,4,20,0,4,1,1,0.54,0.77,337
3762,2,4,20,0,1,1,1,0.68,0.57,166
3763,4,10,7,0,5,1,1,0.28,0.65,205
3764,4,11,6,0,4,1,1,0.34,0.61,148
3765,3,9,11,0,1,1,1,0.62,0.43,236
3766,4,11,19,0,2,1,2,0.4,0.71,384
3767,3,7,11,0,2,1,1,0.8,0.46,249
3768,4,10,8,0,6,0,2,0.4,0.76,67
3769,2,6,21,0,6,0,1,0.6,0.4,316
3770,2,3,12,0,5,1,2,0.38,0.54,270
3771,1,3,3,0,4,1,1,0.34,0.66,2
3772,1,2,3,0,3,1,2,0.34,0.71,4
3773,1,1,2,0,1,1,2,0.18,0.86,2
3774,3,7,5,0,2,1,1,0.66,0.83,45
3775,4,12,21,0,2,1,1,0.36,0.66,143
3776,1,2,23,0,4,1,1,0.32,0.49,61
3777,2,6,13,0,1,1,1,0.7,0.37,227
3778,4,9,1,0,0,0,2,0.6,0.88,124
3779,2,5,10,0,2,1,1,0.7,0.61,108
3780,3,6,21,0,4,1,1,0.7,0.74,234
3781,1,1,7,0,1,1,3,0.2,0.86,122
3782,1,2,6,0,1,1,1,0.24,0.7,90
3783,4,12,14,0,0,0,2,0.38,0.87,232
3784,1,1,16,0,4,1,1,0.22,0.55,24
3785,1,1,8,0,1,1,1,0.2,0.47,493
3786,3,7,2,0,4,1,2,0.66,0.65,9
3787,3,9,10,0,3,1,1,0.62,0.61,205
3788,2,4,0,0,6,0,1,0.42,0.26,94
3789,2,4,6,0,2,1,2,0.48,0.67,65
3790,1,3,13,0,4,1,1,0.58,0.32,211
3791,3,7,0,0,0,0,1,0.66,0.89,188
3792,2,5,12,0,1,1,1,0.6,0.43,195
3793,4,12,10,0,5,1,2,0.32,0.76,166
3794,3,7,7,0,1,1,1,0.7,0.79,469
3795,3,9,23,0,4,1,1,0.64,0.89,169
3796,1,1,4,0,0,0,1,0.14,0.93,1
3797,3,7,22,0,2,1,1,0.68,0.74,257
3798,2,5,18,0,3,1,3,0.52,0.77,372
3799,1,2,10,0,4,1,1,0.22,0.51,97
3800,1,1,11,0,3,1,1,0.2,0.51,35
3801,2,5,8,0,3,1,2,0.6,0.83,622
3802,3,9,6,0,4,1,2,0.7,0.84,200
3803,4,10,10,0,6,0,1,0.54,0.45,322
3804,4,12,21,0,6,0,1,0.36,0.62,184
3805,4,10,20,0,3,1,2,0.62,0.61,441
3806,3,7,22,0,1,1,2,0.72,0.58,224
3807,1,3,5,0,6,0,2,0.36,0.93,2
3808,2,6,22,0,2,1,1,0.58,0.6,188
3809,1,3,22,0,4,1,1,0.52,0.68,169
3810,2,3,11,0,4,1,2,0.52,0.94,219
3811,4,9,0,0,6,0,1,0.58,1,93
3812,4,11,15,0,4,1,1,0.44,0.18,233
3813,1,12,13,1,2,0,1,0.4,0.5,121
3814,2,6,13,0,3,1,1,0.9,0.42,136
3815,1,12,6,0,5,1,1,0.38,0.82,40
3816,1,2,17,0,5,1,1,0.42,0.32,465
3817,3,8,11,0,1,1,1,0.76,0.4,245
3818,1,3,2,0,3,1,1,0.26,0.52,2
3819,4,9,23,0,0,0,1,0.48,0.72,57
3820,1,2,0,0,5,1,1,0.1,0.49,14
3821,3,9,4,1,1,0,1,0.66,0.89,11
3822,4,11,0,0,1,1,1,0.34,0.87,15
3823,3,7,18,0,2,1,1,0.8,0.55,496
3824,1,1,5,0,1,1,1,0.18,0.64,8
3825,2,6,2,0,6,0,1,0.54,0.56,59
3826,3,8,18,0,5,1,1,0.76,0.52,466
3827,1,3,0,0,5,1,1,0.34,0.53,46
3828,1,1,2,0,5,1,1,0.22,0.69,5
3829,3,8,14,0,4,1,1,0.8,0.29,142
3830,4,10,22,0,1,1,2,0.36,0.76,85
3831,2,5,11,0,6,0,1,0.7,0.74,520
3832,3,8,15,0,1,1,1,0.72,0.54,309
3833,3,8,16,0,6,0,1,0.9,0.39,450
3834,2,4,20,0,2,1,1,0.56,0.24,379
3835,2,4,21,0,5,1,3,0.3,0.93,28
3836,3,9,15,0,4,1,3,0.66,0.89,139
3837,1,2,14,0,6,0,1,0.32,0.29,216
3838,4,10,19,0,1,1,1,0.4,0.76,315
3839,2,4,2,0,2,1,1,0.56,0.83,4
3840,4,10,20,0,6,0,1,0.24,0.87,47
3841,2,4,0,0,1,1,1,0.48,0.88,23
3842,1,1,16,0,6,0,2,0.56,0.37,401
3843,2,6,16,0,2,1,1,0.8,0.38,308
3844,1,1,23,0,1,1,2,0.16,0.64,17
3845,3,8,0,0,1,1,2,0.6,0.83,26
3846,1,1,18,0,5,1,1,0.24,0.75,109
3847,4,10,6,0,1,1,1,0.24,0.87,86
3848,3,9,18,0,4,1,1,0.72,0.7,835
3849,2,5,6,0,3,1,1,0.52,1,101
3850,1,3,22,0,5,1,2,0.44,0.94,148
3851,2,4,13,0,0,0,1,0.66,0.44,681
3852,4,10,19,0,6,0,1,0.54,0.68,248
3853,3,6,5,0,0,0,1,0.6,0.64,12
3854,2,3,21,0,4,1,1,0.26,0.65,78
3855,3,8,22,0,3,1,1,0.72,0.74,233
3856,1,1,5,0,4,1,1,0.14,0.5,3
3857,1,1,5,0,3,1,1,0.14,0.86,5
3858,2,4,9,0,5,1,1,0.42,0.41,330
3859,4,12,11,0,3,1,2,0.32,0.49,172
3860,3,7,21,0,5,1,1,0.82,0.46,163
3861,2,5,12,0,1,1,1,0.62,0.69,187
3862,2,4,16,0,1,1,1,0.56,0.6,347
3863,2,5,19,0,2,1,1,0.78,0.62,285
3864,2,6,16,0,3,1,1,0.9,0.35,335
3865,4,10,2,0,0,0,1,0.34,0.87,50
3866,3,7,14,0,0,0,1,0.72,0.66,616
3867,3,8,13,0,3,1,1,0.82,0.38,191
3868,2,4,2,0,0,0,2,0.38,0.87,36
3869,3,9,5,0,4,1,1,0.6,0.78,31
3870,4,12,6,0,4,1,1,0.22,0.55,71
3871,3,7,20,0,0,0,1,0.76,0.58,262
3872,3,8,6,0,1,1,1,0.66,0.83,100
3873,4,10,4,0,3,1,3,0.54,0.94,7
3874,4,12,20,0,6,0,2,0.36,1,182
3875,1,1,8,1,1,0,1,0.24,0.35,53
3876,1,3,14,0,3,1,1,0.7,0.23,224
3877,3,8,14,0,4,1,1,0.82,0.46,182
3878,1,1,20,0,5,1,1,0.1,0.33,53
3879,2,4,9,0,4,1,2,0.42,0.47,196
3880,4,12,15,0,4,1,1,0.32,0.45,117
3881,1,1,7,0,6,0,1,0.2,0.86,3
3882,2,5,22,0,0,0,2,0.62,0.61,131
3883,4,9,17,0,4,1,1,0.66,0.47,589
3884,2,4,5,0,4,1,2,0.42,0.54,14
3885,3,7,15,0,2,1,2,0.9,0.24,401
3886,2,6,23,0,3,1,1,0.62,0.5,153
3887,4,10,2,0,2,1,1,0.44,0.94,5
3888,3,8,0,0,3,1,1,0.62,0.57,38
3889,3,7,6,0,6,0,3,0.58,0.88,15
3890,2,4,0,0,6,0,2,0.36,0.81,43
3891,4,10,14,0,4,1,1,0.66,0.78,133
3892,1,2,23,0,0,0,1,0.26,0.56,64
3893,3,7,19,0,2,1,1,0.82,0.43,398
3894,2,4,15,0,6,0,2,0.36,0.87,201
3895,1,1,9,0,2,1,2,0.32,0.87,255
3896,1,3,5,0,5,1,1,0.3,0.81,7
3897,4,11,7,0,5,1,2,0.4,0.86,245
3898,1,1,17,0,4,1,2,0.42,0.71,413
3899,1,3,9,0,1,1,2,0.22,0.6,197
3900,2,6,8,0,0,0,3,0.68,0.74,84
3901,3,7,10,0,2,1,1,0.82,0.56,218
3902,3,9,11,0,3,1,3,0.6,0.94,10
3903,4,10,8,0,3,1,2,0.4,0.76,817
3904,2,6,19,0,2,1,1,0.8,0.59,514
3905,4,12,1,0,0,0,2,0.4,0.87,102
3906,4,11,8,0,2,1,1,0.36,0.71,419
3907,2,6,1,0,3,1,1,0.54,0.64,14
3908,4,12,1,0,3,1,1,0.28,0.61,21
3909,4,10,21,0,0,0,1,0.54,0.52,102
3910,2,4,13,0,3,1,3,0.46,0.59,64
3911,4,11,3,0,3,1,2,0.46,0.94,5
3912,1,2,0,0,6,0,2,0.24,0.7,39
3913,2,4,23,0,1,1,1,0.44,0.35,66
3914,1,3,14,0,5,1,1,0.66,0.39,174
3915,2,4,19,0,6,0,1,0.54,0.16,413
3916,4,10,5,0,2,1,1,0.4,0.82,27
3917,3,9,1,0,6,0,2,0.64,0.69,74
3918,3,7,0,0,0,0,1,0.82,0.56,147
3919,3,8,10,0,0,0,2,0.68,0.69,425
3920,1,1,17,0,5,1,1,0.42,0.5,422
3921,1,1,7,0,2,1,1,0.26,0.6,279
3922,4,12,10,0,0,0,2,0.3,0.87,293
3923,2,4,18,0,1,1,1,0.72,0.51,383
3924,1,3,1,0,5,1,3,0.56,0.52,26
3925,3,8,13,0,3,1,2,0.76,0.58,144
3926,2,3,3,0,6,0,1,0.4,0.82,31
3927,4,11,23,0,1,1,2,0.32,0.66,65
3928,1,3,21,0,6,0,1,0.54,0.68,223
3929,1,3,15,0,4,1,1,0.52,0.42,125
3930,1,1,16,0,5,1,1,0.22,0.8,80
3931,3,7,8,0,1,1,1,0.7,0.7,347
3932,4,11,1,0,6,0,1,0.26,0.6,87
3933,3,8,11,0,4,1,1,0.76,0.58,141
3934,4,12,7,0,5,1,1,0.22,0.75,199
3935,4,12,6,0,1,1,1,0.16,0.8,64
3936,1,12,9,0,2,1,3,0.32,0.66,104
3937,4,10,19,0,4,1,1,0.44,0.51,743
3938,2,4,2,0,1,1,2,0.32,0.87,4
3939,2,6,4,0,5,1,1,0.66,0.78,4
3940,3,6,17,0,3,1,1,0.82,0.24,843
3941,2,6,7,0,2,1,2,0.6,0.78,480
3942,4,12,16,0,5,1,1,0.38,0.54,417
3943,2,4,12,0,3,1,1,0.54,0.28,269
3944,1,1,6,0,3,1,1,0.2,0.47,33
3945,4,10,16,0,0,0,1,0.52,0.55,405
3946,2,5,15,0,0,0,1,0.66,0.69,459
3947,3,7,5,0,1,1,1,0.66,0.78,50
3948,3,8,10,0,0,0,1,0.74,0.66,385
3949,1,3,10,0,3,1,2,0.3,0.75,57
3950,2,5,1,0,5,1,1,0.46,0.51,46
3951,3,8,15,0,2,1,1,0.82,0.34,317
3952,2,6,22,0,0,0,1,0.64,0.78,130
3953,2,4,5,0,1,1,1,0.4,0.76,24
3954,3,9,5,1,1,0,1,0.66,0.89,4
3955,1,3,14,0,2,1,2,0.38,0.2,72
3956,3,7,10,0,3,1,2,0.72,0.62,195
3957,1,3,14,0,0,0,1,0.46,0.41,250
3958,3,7,14,0,6,0,1,0.74,0.45,433
3959,2,6,13,0,5,1,1,0.74,0.37,416
3960,2,5,10,0,1,1,3,0.54,0.88,59
